Apyg. Nr. Apylinkės sąraše;Apygardos pavadinimas;Apyl. Nr.;Apylinkės pavadinimas;Rinkėjų skaičius Iš viso;Iš viso vyrų;Iš viso moterų
55;Varėnos rajono;5;5 - Kabelių;298;161;137
55;Varėnos rajono;6;6 - Marcinkonių;636;326;310
55;Varėnos rajono;10;10 - Krūminių;366;200;166
55;Varėnos rajono;11;11 - Matuizų;1104;517;587
55;Varėnos rajono;14;14 - Kibyšių;196;96;100
55;Varėnos rajono;15;15 - Merkinės;1265;607;658
55;Varėnos rajono;16;16 - Panaros;199;107;92
55;Varėnos rajono;17;17 - Vilkiautinio;328;169;159
55;Varėnos rajono;18;18 - Pilvingių;278;150;128
55;Varėnos rajono;24;24 - Daržininkų;176;101;75
55;Varėnos rajono;25;25 - Dargužių;268;141;127
55;Varėnos rajono;26;26 - Valkininkų;639;312;327
55;Varėnos rajono;27;27 - Pušelės;497;241;256
55;Varėnos rajono;28;28 - Gudžių;325;169;156
55;Varėnos rajono;29;29 - Nedzingės;215;118;97
55;Varėnos rajono;30;30 - Perlojos;466;231;235
55;Varėnos rajono;31;31 - Sarapiniškių;224;112;112
55;Varėnos rajono;32;32 - Tolkūnų;337;173;164
55;Varėnos rajono;33;33 - Krivilių;304;166;138
55;Varėnos rajono;34;34 - Vydenių;637;319;318
55;Varėnos rajono;35;35 - Rudnios;160;85;75
55;Varėnos rajono;36;36 - Parko;2328;966;1362
55;Varėnos rajono;37;37 - Dzūkų;1886;772;1114
55;Varėnos rajono;38;38 - Šilo;2284;985;1299
55;Varėnos rajono;39;39 - Senosios Varėnos;985;499;486
56;Vilkaviškio rajono;1;1 - Vilkaviškio rytų;2112;973;1139
56;Vilkaviškio rajono;2;2 - Vilkaviškio pietų;2226;1031;1195
56;Vilkaviškio rajono;3;3 - Vilkaviškio vakarų;1784;699;1085
56;Vilkaviškio rajono;4;4 - Vilkaviškio šiaurės;2637;1115;1522
56;Vilkaviškio rajono;5;5 - Kybartų rytų;1703;801;902
56;Vilkaviškio rajono;6;6 - Kybartų vakarų;1702;718;984
56;Vilkaviškio rajono;7;7 - Virbalio;1237;591;646
56;Vilkaviškio rajono;9;9 - Bartninkų;820;425;395
56;Vilkaviškio rajono;10;10 - Lakštučių;465;233;232
56;Vilkaviškio rajono;11;11 - Pašeimenių;284;148;136
56;Vilkaviškio rajono;13;13 - Gižų;686;351;335
56;Vilkaviškio rajono;14;14 - Bačkiškių;358;178;180
56;Vilkaviškio rajono;15;15 - Karklinių;513;259;254
56;Vilkaviškio rajono;16;16 - Keturvalakių;329;153;176
56;Vilkaviškio rajono;17;17 - Gudkaimio;476;245;231
56;Vilkaviškio rajono;18;18 - Lauckaimio;349;184;165
56;Vilkaviškio rajono;19;19 - Matlaukio;493;248;245
56;Vilkaviškio rajono;20;20 - Šiaudiniškių;221;111;110
56;Vilkaviškio rajono;23;23 - Daržininkų;303;143;160
56;Vilkaviškio rajono;24;24 - Klausučių;534;272;262
56;Vilkaviškio rajono;25;25 - Sūdavos;914;458;456
56;Vilkaviškio rajono;26;26 - Karalkrėslio;350;176;174
56;Vilkaviškio rajono;27;27 - Pajevonio;541;271;270
56;Vilkaviškio rajono;28;28 - Alksnėnų;329;174;155
56;Vilkaviškio rajono;29;29 - Opšrūtų;242;122;120
56;Vilkaviškio rajono;30;30 - Paežerių;490;236;254
56;Vilkaviškio rajono;31;31 - Pilviškių;1788;834;954
56;Vilkaviškio rajono;32;32 - Ramoniškių;335;168;167
56;Vilkaviškio rajono;33;33 - Alvito;1009;477;532
56;Vilkaviškio rajono;34;34 - Giedrių;837;402;435
56;Vilkaviškio rajono;35;35 - Klampučių;299;153;146
56;Vilkaviškio rajono;36;36 - Serdokų;228;117;111
56;Vilkaviškio rajono;37;37 - Uosių;578;287;291
56;Vilkaviškio rajono;38;38 - Gražiškių;606;313;293
56;Vilkaviškio rajono;39;39 - Girėnų;294;153;141
56;Vilkaviškio rajono;40;40 - Vištyčio;413;200;213
56;Vilkaviškio rajono;42;42 - Pūstapėdžių;432;224;208
56;Vilkaviškio rajono;43;43 - Slabadų;168;87;81
56;Vilkaviškio rajono;44;44 - Stirniškių;471;243;228
57;Vilniaus miesto;2;2 - Gedimino;3007;1366;1641
57;Vilniaus miesto;3;3 - Saltoniškių;3054;1310;1744
57;Vilniaus miesto;4;4 - Sėlių;2115;941;1174
57;Vilniaus miesto;6;6 - Vytauto;2560;1157;1403
57;Vilniaus miesto;7;7 - Birutės;1869;808;1061
57;Vilniaus miesto;8;8 - Pamėnkalnio;2219;963;1256
57;Vilniaus miesto;10;10 - Taurakalnio;1744;777;967
57;Vilniaus miesto;12;12 - S. Konarskio;3170;1336;1834
57;Vilniaus miesto;13;13 - Mindaugo;2168;909;1259
57;Vilniaus miesto;15;15 - Vytenio;2783;1217;1566
57;Vilniaus miesto;16;16 - Žemaitės;3667;1611;2056
57;Vilniaus miesto;17;17 - Algirdo;3979;1771;2208
57;Vilniaus miesto;23;23 - Visorių;4436;2037;2399
57;Vilniaus miesto;24;24 - Muitininkų;3554;1683;1871
57;Vilniaus miesto;25;25 - Kauno Vokės;2990;1347;1643
57;Vilniaus miesto;26;26 - Kunigiškių;2938;1241;1697
57;Vilniaus miesto;27;27 - Šviesos;2250;951;1299
57;Vilniaus miesto;48;48 - Trakų Vokės;3810;1834;1976
57;Vilniaus miesto;50;50 - Melioratorių;3335;1518;1817
57;Vilniaus miesto;51;51 - Dailės;1726;778;948
57;Vilniaus miesto;52;52 - Užupio;2760;1193;1567
57;Vilniaus miesto;53;53 - A. Krutulio;3794;1639;2155
57;Vilniaus miesto;54;54 - A. Juozapavičiaus;3087;1347;1740
57;Vilniaus miesto;55;55 - Didlaukio;2954;1240;1714
57;Vilniaus miesto;56;56 - Licėjaus;4245;1905;2340
57;Vilniaus miesto;57;57 - Senvagės;3060;1246;1814
57;Vilniaus miesto;59;59 - Konstitucijos;3884;1822;2062
57;Vilniaus miesto;60;60 - Senamiesčio;1891;831;1060
57;Vilniaus miesto;62;62 - Naugarduko;3113;1379;1734
57;Vilniaus miesto;65;65 - A. Vienuolio;1754;781;973
57;Vilniaus miesto;66;66 - M. Daukšos;2943;1304;1639
57;Vilniaus miesto;67;67 - V. Šopeno;2075;913;1162
57;Vilniaus miesto;68;68 - Gerviškių;2398;1077;1321
57;Vilniaus miesto;78;78 - Liudvinavo;3187;1584;1603
57;Vilniaus miesto;101;101 - Filaretų;2455;1063;1392
57;Vilniaus miesto;102;102 - Olandų;1521;644;877
57;Vilniaus miesto;104;104 - L. Sapiegos;2831;1181;1650
57;Vilniaus miesto;105;105 - Šilo;3742;1596;2146
57;Vilniaus miesto;107;107 - Antakalnio;2781;1090;1691
57;Vilniaus miesto;109;109 - Švyturio;3348;1407;1941
57;Vilniaus miesto;111;111 - B. Sruogos;3954;1672;2282
57;Vilniaus miesto;112;112 - Saulėtekio;1857;869;988
57;Vilniaus miesto;113;113 - Valakupių;2602;1216;1386
57;Vilniaus miesto;115;115 - Markučių;4029;1831;2198
57;Vilniaus miesto;116;116 - Liepkalnio;3715;1620;2095
57;Vilniaus miesto;120;120 - Antavilių;3104;1423;1681
57;Vilniaus miesto;121;121 - Dvarčionių;3134;1510;1624
57;Vilniaus miesto;122;122 - Kairėnų;2235;1069;1166
57;Vilniaus miesto;151;151 - Žirmūnų;2010;806;1204
57;Vilniaus miesto;152;152 - Kareivių;1709;663;1046
57;Vilniaus miesto;153;153 - Prekybininkų;2986;1288;1698
57;Vilniaus miesto;154;154 - Miestelio;1852;738;1114
57;Vilniaus miesto;155;155 - Moksleivių;2530;994;1536
57;Vilniaus miesto;156;156 - Raitininkų;2702;1164;1538
57;Vilniaus miesto;157;157 - Sporto;2223;897;1326
57;Vilniaus miesto;158;158 - Kazliškių;1889;757;1132
57;Vilniaus miesto;159;159 - Rinktinės;1746;716;1030
57;Vilniaus miesto;160;160 - Tuskulėnų;2694;1125;1569
57;Vilniaus miesto;162;162 - Minties;2805;1120;1685
57;Vilniaus miesto;166;166 - Kalvarijų;2962;1226;1736
57;Vilniaus miesto;167;167 - S. Žukausko;2479;1053;1426
57;Vilniaus miesto;168;168 - Žygio;2767;1184;1583
57;Vilniaus miesto;199;199 - Žaliųjų Ežerų;2585;1267;1318
57;Vilniaus miesto;200;200 - Balsių;3790;1843;1947
57;Vilniaus miesto;201;201 - Popieriaus;4047;1966;2081
57;Vilniaus miesto;202;202 - Mokyklos;4116;1834;2282
57;Vilniaus miesto;203;203 - Baltupių;4100;1831;2269
57;Vilniaus miesto;204;204 - Gabijos;3933;1657;2276
57;Vilniaus miesto;205;205 - Fabijoniškių;4080;1758;2322
57;Vilniaus miesto;206;206 - Jovaro;3167;1334;1833
57;Vilniaus miesto;207;207 - S. Stanevičiaus;3124;1342;1782
57;Vilniaus miesto;208;208 - Kaimelio;2547;1116;1431
57;Vilniaus miesto;209;209 - L. Giros;3102;1363;1739
57;Vilniaus miesto;210;210 - P. Žadeikos;1898;819;1079
57;Vilniaus miesto;211;211 - Gedvydžių;2669;1164;1505
57;Vilniaus miesto;212;212 - Rugių;4153;1849;2304
57;Vilniaus miesto;213;213 - S. Nėries;3799;1646;2153
57;Vilniaus miesto;214;214 - Pavilnionių;3628;1612;2016
57;Vilniaus miesto;215;215 - Bajorų;3663;1639;2024
57;Vilniaus miesto;216;216 - J. Baltrušaičio;2926;1272;1654
57;Vilniaus miesto;217;217 - Tarandės;2612;1256;1356
57;Vilniaus miesto;218;218 - Perkūnkiemio;4132;1809;2323
57;Vilniaus miesto;219;219 - Grigalaukio;3213;1437;1776
57;Vilniaus miesto;252;252 - Viršuliškių;2334;955;1379
57;Vilniaus miesto;253;253 - Lūžių;2423;997;1426
57;Vilniaus miesto;254;254 - Mokslo;3442;1401;2041
57;Vilniaus miesto;255;255 - Čiobiškio;3003;1231;1772
57;Vilniaus miesto;256;256 - Musninkų;3085;1293;1792
57;Vilniaus miesto;257;257 - Dūkštų;2237;939;1298
57;Vilniaus miesto;258;258 - Šeškinės;1939;777;1162
57;Vilniaus miesto;259;259 - Ukmergės;3266;1383;1883
57;Vilniaus miesto;260;260 - Žygimanto Augusto;2457;1010;1447
57;Vilniaus miesto;261;261 - Paberžės;2594;1096;1498
57;Vilniaus miesto;262;262 - Gelvonų;3427;1429;1998
57;Vilniaus miesto;301;301 - Rygos;3233;1384;1849
57;Vilniaus miesto;302;302 - Taikos;3853;1571;2282
57;Vilniaus miesto;303;303 - Justiniškių;4091;1770;2321
57;Vilniaus miesto;304;304 - M. Biržiškos;3226;1368;1858
57;Vilniaus miesto;305;305 - Statybininkų;2812;1185;1627
57;Vilniaus miesto;306;306 - Sietuvos;3196;1340;1856
57;Vilniaus miesto;307;307 - Žemynos;3722;1575;2147
57;Vilniaus miesto;308;308 - Medeinos;3081;1306;1775
57;Vilniaus miesto;309;309 - Pašilaičių;3296;1425;1871
57;Vilniaus miesto;310;310 - Papilėnų;3964;1734;2230
57;Vilniaus miesto;311;311 - Įsruties;4093;1793;2300
57;Vilniaus miesto;312;312 - Vydūno;3683;1580;2103
57;Vilniaus miesto;313;313 - Salotės;2297;1055;1242
57;Vilniaus miesto;351;351 - Tujų;2693;1123;1570
57;Vilniaus miesto;352;352 - Sausio 13-osios;2473;1029;1444
57;Vilniaus miesto;353;353 - Bokšto;2676;1082;1594
57;Vilniaus miesto;356;356 - L. Asanavičiūtės;2490;987;1503
57;Vilniaus miesto;357;357 - V. Druskio;2164;901;1263
57;Vilniaus miesto;358;358 - R. Jankausko;1690;665;1025
57;Vilniaus miesto;359;359 - D. Gerbutavičiaus;1918;777;1141
57;Vilniaus miesto;360;360 - Sietyno;2218;904;1314
57;Vilniaus miesto;361;361 - A. P. Kavoliuko;2658;1076;1582
57;Vilniaus miesto;362;362 - V. Vaitkaus;1879;784;1095
57;Vilniaus miesto;363;363 - A. J. Povilaičio;1930;805;1125
57;Vilniaus miesto;364;364 - Laisvės;2331;945;1386
57;Vilniaus miesto;369;369 - Pilaitės;2348;1149;1199
57;Vilniaus miesto;370;370 - Kriaučiūnų;548;249;299
57;Vilniaus miesto;371;371 - Smalinės;3482;1593;1889
57;Vilniaus miesto;372;372 - Karaliaučiaus;2509;1061;1448
57;Vilniaus miesto;401;401 - Vingio;2274;973;1301
57;Vilniaus miesto;403;403 - Geležinio Vilko;1733;732;1001
57;Vilniaus miesto;407;407 - Skroblų;2804;1187;1617
57;Vilniaus miesto;408;408 - Vilkpėdės;2198;943;1255
57;Vilniaus miesto;409;409 - Gerosios Vilties;2800;1123;1677
57;Vilniaus miesto;410;410 - Riešuto;2932;1265;1667
57;Vilniaus miesto;411;411 - Titnago;3508;1555;1953
57;Vilniaus miesto;412;412 - Aukštųjų Panerių;1138;524;614
57;Vilniaus miesto;413;413 - Bukčių;4281;2003;2278
57;Vilniaus miesto;414;414 - Akacijų;2182;917;1265
57;Vilniaus miesto;415;415 - Oslo;4225;1816;2409
57;Vilniaus miesto;416;416 - Žėručio;2519;1049;1470
57;Vilniaus miesto;417;417 - Paparčio;2791;1206;1585
57;Vilniaus miesto;451;451 - Salininkų;3464;1645;1819
57;Vilniaus miesto;452;452 - Lietuvių namų;1917;831;1086
57;Vilniaus miesto;453;453 - Dzūkų;2874;1216;1658
57;Vilniaus miesto;454;454 - Kapsų;1744;735;1009
57;Vilniaus miesto;456;456 - Kaminkelio;2607;1153;1454
57;Vilniaus miesto;457;457 - Naujininkų;2769;1163;1606
57;Vilniaus miesto;458;458 - Brolių;2687;1114;1573
57;Vilniaus miesto;460;460 - Kirtimų;1356;655;701
57;Vilniaus miesto;461;461 - Palydovo;2545;1199;1346
57;Vilniaus miesto;462;462 - Rugiagėlių;2291;1085;1206
57;Vilniaus miesto;463;463 - A. Kojelavičiaus;1528;729;799
57;Vilniaus miesto;464;464 - Užusienio;1382;676;706
57;Vilniaus miesto;465;465 - Genių;1446;592;854
57;Vilniaus miesto;466;466 - Pergalės;2940;1300;1640
57;Vilniaus miesto;467;467 - Darželio;1748;695;1053
57;Vilniaus miesto;468;468 - Karklėnų;2736;1145;1591
57;Vilniaus miesto;469;469 - J. Kolaso;2696;1285;1411
57;Vilniaus miesto;470;470 - Parko;3566;1520;2046
57;Vilniaus miesto;471;471 - Pramonės;1472;685;787
57;Vilniaus miesto;472;472 - Džiaugsmo;4014;1934;2080
57;Vilniaus miesto;473;473 - Kalnėnų;2776;1302;1474
58;Vilniaus rajono;1;1 - Avižienių 1-oji;2115;1094;1021
58;Vilniaus rajono;2;2 - Riešės 1-oji;1674;818;856
58;Vilniaus rajono;3;3 - Buivydžių;719;366;353
58;Vilniaus rajono;4;4 - Buivydiškių;2251;1091;1160
58;Vilniaus rajono;5;5 - Platiniškių;1203;629;574
58;Vilniaus rajono;6;6 - Čekoniškių;1444;765;679
58;Vilniaus rajono;7;7 - Bezdonių 1-oji;1402;715;687
58;Vilniaus rajono;8;8 - Baltosios Vokės;1260;580;680
58;Vilniaus rajono;9;9 - Pagirių 1-oji;1616;751;865
58;Vilniaus rajono;10;10 - Keturiasdešimties Totorių;1277;620;657
58;Vilniaus rajono;11;11 - Grigaičių;1362;670;692
58;Vilniaus rajono;12;12 - Kyviškių;1193;565;628
58;Vilniaus rajono;13;13 - Dūkštų;1146;611;535
58;Vilniaus rajono;14;14 - Geisiškių;611;322;289
58;Vilniaus rajono;15;15 - Pakenės;737;380;357
58;Vilniaus rajono;16;16 - Kalvelių;1471;684;787
58;Vilniaus rajono;17;17 - Šumsko;1106;544;562
58;Vilniaus rajono;18;18 - Mostiškių;758;376;382
58;Vilniaus rajono;19;19 - Lavoriškių;1092;539;553
58;Vilniaus rajono;20;20 - Maišiagalos;1437;672;765
58;Vilniaus rajono;21;21 - Karvio;1021;538;483
58;Vilniaus rajono;22;22 - Marijampolio;1246;625;621
58;Vilniaus rajono;23;23 - Parudaminio;830;405;425
58;Vilniaus rajono;24;24 - Mickūnų 1-oji;1649;802;847
58;Vilniaus rajono;25;25 - Galgių;1960;967;993
58;Vilniaus rajono;26;26 - Medininkų;843;427;416
58;Vilniaus rajono;27;27 - Nemėžio 1-oji;1975;975;1000
58;Vilniaus rajono;28;28 - Skaidiškių 1-oji;2033;966;1067
58;Vilniaus rajono;29;29 - Kabiškių;823;407;416
58;Vilniaus rajono;30;30 - Rudausių;809;399;410
58;Vilniaus rajono;32;32 - Eitminiškių;699;352;347
58;Vilniaus rajono;33;33 - Paberžės;1601;768;833
58;Vilniaus rajono;34;34 - Glitiškių;537;266;271
58;Vilniaus rajono;35;35 - Visalaukės;469;249;220
58;Vilniaus rajono;36;36 - Didžiosios Riešės 1-oji;1946;986;960
58;Vilniaus rajono;37;37 - Pikeliškių;2304;1176;1128
58;Vilniaus rajono;38;38 - Rudaminos 1-oji;1967;935;1032
58;Vilniaus rajono;39;39 - Kalviškių;829;375;454
58;Vilniaus rajono;40;40 - Valčiūnų;1728;802;926
58;Vilniaus rajono;41;41 - Rukainių;1364;681;683
58;Vilniaus rajono;42;42 - Senasalio;345;178;167
58;Vilniaus rajono;43;43 - Savičiūnų;518;271;247
58;Vilniaus rajono;44;44 - Sudervės 1-oji;1435;748;687
58;Vilniaus rajono;45;45 - Sužionių;551;272;279
58;Vilniaus rajono;46;46 - Veriškių;535;259;276
58;Vilniaus rajono;47;47 - Skirlėnų;333;172;161
58;Vilniaus rajono;48;48 - Mažųjų Lygainių;443;229;214
58;Vilniaus rajono;49;49 - Juodšilių;2012;938;1074
58;Vilniaus rajono;51;51 - Nemenčinės;2009;900;1109
58;Vilniaus rajono;52;52 - Neries;1728;756;972
58;Vilniaus rajono;53;53 - Bukiškio 1-oji;1943;961;982
58;Vilniaus rajono;54;54 - Kreivalaužių;861;404;457
58;Vilniaus rajono;55;55 - Rakonių;931;493;438
58;Vilniaus rajono;56;56 - Antežerių;2089;1062;1027
58;Vilniaus rajono;57;57 - Avižienių 2-oji;1581;803;778
58;Vilniaus rajono;58;58 - Riešės 2-oji;1265;654;611
58;Vilniaus rajono;59;59 - Bukiškio 2-oji;1768;916;852
58;Vilniaus rajono;60;60 - Sudervės 2-oji;1195;612;583
58;Vilniaus rajono;61;61 - Didžiosios Riešės 2-oji;1985;971;1014
58;Vilniaus rajono;62;62 - Bezdonių 2-oji;1200;643;557
58;Vilniaus rajono;63;63 - Mickūnų 2-oji;1623;802;821
58;Vilniaus rajono;64;64 - Nemėžio 2-oji;2110;1026;1084
58;Vilniaus rajono;65;65 - Skaidiškių 2-oji;1799;842;957
58;Vilniaus rajono;66;66 - Rudaminos 2-oji;1983;928;1055
58;Vilniaus rajono;67;67 - Pagirių 2-oji;1438;664;774
59;Visagino;1;1 - Draugystės;1721;819;902
59;Visagino;2;2 - Gerosios Vilties;1784;764;1020
59;Visagino;3;3 - Auksinio raktelio;1308;534;774
59;Visagino;4;4 - Bangos;1577;672;905
59;Visagino;5;5 - Auksinio gaidelio;1295;593;702
59;Visagino;6;6 - Atgimimo;1194;538;656
59;Visagino;7;7 - Vilties šaltinio;1221;548;673
59;Visagino;8;8 - Gintarėlio;1611;736;875
59;Visagino;9;9 - Ateities;1818;827;991
59;Visagino;10;10 - Žiburio;1939;900;1039
60;Zarasų rajono;1;1 - Antalieptės;473;242;231
60;Zarasų rajono;2;2 - Antazavės;399;209;190
60;Zarasų rajono;3;3 - Šniukštų;250;127;123
60;Zarasų rajono;4;4 - Baibių;350;186;164
60;Zarasų rajono;5;5 - Degučių;280;132;148
60;Zarasų rajono;6;6 - Avilių;286;153;133
60;Zarasų rajono;7;7 - Imbrado;406;219;187
60;Zarasų rajono;9;9 - Salako;718;378;340
60;Zarasų rajono;11;11 - Suvieko;429;225;204
60;Zarasų rajono;12;12 - Dimitriškių;480;235;245
60;Zarasų rajono;13;13 - Magučių;368;199;169
60;Zarasų rajono;15;15 - Štadvilių;508;273;235
60;Zarasų rajono;17;17 - Smalvų;183;102;81
60;Zarasų rajono;18;18 - Turmanto;717;363;354
60;Zarasų rajono;19;19 - Dusetų;1801;865;936
60;Zarasų rajono;22;22 - Zarasų rytų;2451;1037;1414
60;Zarasų rajono;23;23 - Zarasų vakarų;1434;673;761
60;Zarasų rajono;24;24 - Zarasų šiaurės;1452;630;822
61;Užsienio;1;1 - Ambasada Airijoje;3482;1495;1987
61;Užsienio;3;3 - Ambasada Armėnijos ;9;4;5
61;Užsienio;5;5 - Ambasada Austrijos Respublikoje;314;90;224
61;Užsienio;6;6 - Ambasada Azerbaidžano ;16;8;8
61;Užsienio;8;8 - Ambasada Belgijos Karalystėje;1632;511;1121
61;Užsienio;11;11 - Ambasada Čekijos Respublikoje;125;49;76
61;Užsienio;12;12 - Ambasada Danijos Karalystėje;1920;741;1179
61;Užsienio;13;13 - Ambasada Egipto Arabų ;39;7;32
61;Užsienio;14;14 - Ambasada Estijos Respublikoje;137;57;80
61;Užsienio;15;15 - Ambasada Graikijos ;298;57;241
61;Užsienio;16;16 - Ambasada Sakartvele;41;14;27
61;Užsienio;18;18 - Ambasada Italijos Respublikoje;793;104;689
61;Užsienio;19;19 - Ambasada Izraelio Valstybėje;218;110;108
61;Užsienio;20;20 - Ambasada Japonijoje;143;59;84
61;Užsienio;24;24 - Ambasada Kazachstano ;15;11;4
61;Užsienio;25;25 - Generalinis konsulatas Almatoje;17;10;7
61;Užsienio;27;27 - Ambasada Latvijos Respublikoje;129;62;67
61;Užsienio;29;29 - Ambasada Moldovos ;7;4;3
61;Užsienio;30;30 - Ambasada Nyderlandų ;1681;580;1101
61;Užsienio;31;31 - Ambasada Norvegijos ;4087;1888;2199
61;Užsienio;33;33 - Ambasada Prancūzijos ;1036;224;812
61;Užsienio;34;34 - Ambasada Rumunijoje;48;8;40
61;Užsienio;37;37 - Ambasada Suomijos ;286;96;190
61;Užsienio;38;38 - Ambasada Švedijos Karalystėje;1968;799;1169
61;Užsienio;40;40 - Ambasada Turkijos ;184;28;156
61;Užsienio;41;41 - Ambasada Ukrainoje;48;32;16
61;Užsienio;43;43 - Ambasada Vengrijoje;45;12;33
61;Užsienio;46;46 - Ambasada Indijos Respublikoje;20;6;14
61;Užsienio;47;47 - Generalinis konsulatas San Paule;158;77;81
61;Užsienio;48;48 - Ambasada Baltarusijos ;20;9;11
61;Užsienio;50;50 - Ambasada Ispanijos Karalystėje;785;224;561
61;Užsienio;51;51 - Konsulatas Valensijoje;666;200;466
61;Užsienio;52;52 - Ambasada Jungtinėse Amerikos ;410;148;262
61;Užsienio;53;53 - Generalinis konsulatas Čikagoje;2764;1158;1606
61;Užsienio;54;54 - Generalinis konsulatas Niujorke;1898;748;1150
61;Užsienio;55;55 - Ambasada Jungtinėje ;19505;7163;12342
61;Užsienio;56;56 - Ambasada Kanadoje;761;301;460
61;Užsienio;58;58 - Ambasada Lenkijos ;295;129;166
61;Užsienio;59;59 - Konsulatas Seinuose;31;16;15
61;Užsienio;60;60 - Ambasada Rusijos Federacijoje;65;31;34
61;Užsienio;62;62 - Generalinis konsulatas ;36;16;20
61;Užsienio;63;63 - Konsulatas Sovetske;7;2;5
61;Užsienio;64;64 - Ambasada Vokietijos ;3411;1083;2328
61;Užsienio;66;66 - Ambasada Kroatijoje;44;13;31
61;Užsienio;68;68 - Ambasada Pietų Afrikos ;201;95;106
61;Užsienio;69;69 - Generalinis konsulatas Los ;1088;431;657
61;Užsienio;70;70 - Ambasada Jungtiniuose Arabų ;199;69;130
61;Užsienio;71;71 - Ambasada Australijoje;940;329;611
61;Užsienio;72;72 - Ambasada Singapūro ;147;70;77
61;Užsienio;73;73 - Ambasada Pietų Korėjoje;78;34;44
61;Užsienio;74;74 - Ambasada Šveicarijos ;1228;450;778
61;Užsienio;75;75 - Generalinis konsulatas ;87;33;54
