Apyg. Nr. Apylinkės sąraše;Apygardos pavadinimas;Apyl. Nr.;Apylinkės pavadinimas;Rinkėjų skaičius Iš viso;Iš viso vyrų;Iš viso moterų
1;Akmenės rajono;1;1 - Senamiesčio;1294;591;703
1;Akmenės rajono;2;2 - V. Kudirkos;1668;653;1015
1;Akmenės rajono;3;3 - Respublikos;1591;655;936
1;Akmenės rajono;4;4 - Ramučių;1170;521;649
1;Akmenės rajono;5;5 - Agluonų;339;166;173
1;Akmenės rajono;6;6 - Akmenės 1-oji;1936;872;1064
1;Akmenės rajono;7;7 - Alkiškių;352;178;174
1;Akmenės rajono;8;8 - Daubiškių;617;308;309
1;Akmenės rajono;9;9 - Kairiškių;258;139;119
1;Akmenės rajono;10;10 - Gulbinų;693;353;340
1;Akmenės rajono;11;11 - Kivylių;392;199;193
1;Akmenės rajono;12;12 - Kruopių;620;313;307
1;Akmenės rajono;15;15 - Pavenčio;1210;556;654
1;Akmenės rajono;16;16 - Papilės;1195;600;595
1;Akmenės rajono;17;17 - Luokavos;417;217;200
1;Akmenės rajono;18;18 - Sablauskių;328;158;170
1;Akmenės rajono;19;19 - Ventos;1252;552;700
1;Akmenės rajono;24;24 - Naujamiesčio;874;429;445
2;Alytaus miesto;1;1 - Amatų;1140;517;623
2;Alytaus miesto;2;2 - A. Ramanausko-Vanago;1371;622;749
2;Alytaus miesto;3;3 - Centro;1411;609;802
2;Alytaus miesto;4;4 - A. Matučio;1939;844;1095
2;Alytaus miesto;5;5 - Santaikos;1084;482;602
2;Alytaus miesto;6;6 - Pirmo Alytaus;2683;1263;1420
2;Alytaus miesto;8;8 - Naujoji;2934;1188;1746
2;Alytaus miesto;9;9 - Statybininkų;1339;557;782
2;Alytaus miesto;10;10 - Vilties;1762;737;1025
2;Alytaus miesto;11;11 - Sporto;1854;791;1063
2;Alytaus miesto;12;12 - Putinų;1751;752;999
2;Alytaus miesto;13;13 - Šaltinių;2415;1088;1327
2;Alytaus miesto;14;14 - Ūdrijos;1064;481;583
2;Alytaus miesto;17;17 - Gulbynės;3359;1453;1906
2;Alytaus miesto;18;18 - Vidzgirio;2643;1120;1523
2;Alytaus miesto;19;19 - Jotvingių;2122;916;1206
2;Alytaus miesto;20;20 - Topolių;1596;661;935
2;Alytaus miesto;21;21 - Volungės;3028;1301;1727
2;Alytaus miesto;22;22 - Jaunimo;2058;851;1207
2;Alytaus miesto;23;23 - Jurgiškių;2384;1069;1315
2;Alytaus miesto;24;24 - Likiškėlių;3110;1350;1760
3;Alytaus rajono;2;2 - Mikutiškių;748;388;360
3;Alytaus rajono;3;3 - Genių;383;203;180
3;Alytaus rajono;4;4 - Miklusėnų;1277;648;629
3;Alytaus rajono;6;6 - Luksnėnų;1034;528;506
3;Alytaus rajono;8;8 - Geištarų;1112;561;551
3;Alytaus rajono;9;9 - Miroslavo;1136;590;546
3;Alytaus rajono;12;12 - Parėčėnų;477;258;219
3;Alytaus rajono;14;14 - Kumečių;365;194;171
3;Alytaus rajono;15;15 - Vankiškių;418;222;196
3;Alytaus rajono;16;16 - Simno;1260;600;660
3;Alytaus rajono;17;17 - Mergalaukio;333;162;171
3;Alytaus rajono;18;18 - Kalesninkų;267;133;134
3;Alytaus rajono;20;20 - Ąžuolinių;326;182;144
3;Alytaus rajono;21;21 - Verebiejų;441;231;210
3;Alytaus rajono;23;23 - Krokialaukio;658;336;322
3;Alytaus rajono;24;24 - Ūdrijos;543;280;263
3;Alytaus rajono;25;25 - Santaikos;425;211;214
3;Alytaus rajono;26;26 - Punios;502;243;259
3;Alytaus rajono;27;27 - Raižių;230;119;111
3;Alytaus rajono;28;28 - Vaisodžių;1183;623;560
3;Alytaus rajono;29;29 - Žagarių;183;93;90
3;Alytaus rajono;30;30 - Butrimonių;997;486;511
3;Alytaus rajono;32;32 - Eičiūnų;410;225;185
3;Alytaus rajono;33;33 - Pivašiūnų;563;284;279
3;Alytaus rajono;35;35 - Junčionių;307;171;136
3;Alytaus rajono;36;36 - Jurgelionių;402;203;199
3;Alytaus rajono;38;38 - Daugų;1478;689;789
3;Alytaus rajono;40;40 - Vaikantonių;320;166;154
3;Alytaus rajono;41;41 - Rimėnų;480;252;228
3;Alytaus rajono;44;44 - Alytaus;1129;590;539
3;Alytaus rajono;45;45 - Venciūnų;1019;519;500
3;Alytaus rajono;46;46 - Alovės;678;346;332
3;Alytaus rajono;47;47 - Ilgų;335;159;176
3;Alytaus rajono;48;48 - Makniūnų;338;181;157
3;Alytaus rajono;49;49 - Ryliškių;251;133;118
3;Alytaus rajono;50;50 - Nemunaičio;912;456;456
4;Anykščių rajono;1;1 - Senamiesčio;2471;1120;1351
4;Anykščių rajono;2;2 - Janydžių;1271;516;755
4;Anykščių rajono;3;3 - Ažupiečių;1495;680;815
4;Anykščių rajono;4;4 - Liudiškių;2304;947;1357
4;Anykščių rajono;5;5 - Piktagalio;405;206;199
4;Anykščių rajono;6;6 - Ažuožerių;444;232;212
4;Anykščių rajono;7;7 - Elmos;900;462;438
4;Anykščių rajono;8;8 - Burbiškio;468;220;248
4;Anykščių rajono;9;9 - Šlavėnų;382;200;182
4;Anykščių rajono;10;10 - Debeikių;957;500;457
4;Anykščių rajono;11;11 - Leliūnų;298;141;157
4;Anykščių rajono;12;12 - Kavarsko;663;308;355
4;Anykščių rajono;13;13 - Dabužių;197;101;96
4;Anykščių rajono;14;14 - Janušavos;481;253;228
4;Anykščių rajono;15;15 - Svirnų;312;155;157
4;Anykščių rajono;16;16 - Šerių;242;113;129
4;Anykščių rajono;17;17 - Šovenių;104;52;52
4;Anykščių rajono;18;18 - Kurklių;373;181;192
4;Anykščių rajono;19;19 - Kurklių II k.;235;126;109
4;Anykščių rajono;20;20 - Staškūniškio;327;168;159
4;Anykščių rajono;21;21 - Katlėrių;276;144;132
4;Anykščių rajono;22;22 - Skiemonių;355;178;177
4;Anykščių rajono;23;23 - Mačionių;218;113;105
4;Anykščių rajono;25;25 - Aulelių;273;134;139
4;Anykščių rajono;26;26 - Svėdasų;1052;522;530
4;Anykščių rajono;27;27 - Vaitkūnų;220;114;106
4;Anykščių rajono;28;28 - Troškūnų;1014;497;517
4;Anykščių rajono;30;30 - Vašuokėnų;136;78;58
4;Anykščių rajono;31;31 - Surdegio;271;135;136
4;Anykščių rajono;32;32 - Nausodės;158;79;79
4;Anykščių rajono;33;33 - Raguvėlės;296;139;157
4;Anykščių rajono;34;34 - Levaniškių;237;124;113
4;Anykščių rajono;35;35 - Traupio;317;153;164
4;Anykščių rajono;36;36 - Andrioniškio;332;168;164
4;Anykščių rajono;37;37 - Viešintų;562;286;276
5;Birštono;1;1 - Birštono m.;2230;939;1291
5;Birštono;2;2 - Birštono vienkiemio;718;336;382
5;Birštono;3;3 - Nemajūnų;627;306;321
6;Biržų rajono;1;1 - Atžalyno;1852;858;994
6;Biržų rajono;2;2 - Rotušės;1167;505;662
6;Biržų rajono;3;3 - Aušros;2030;811;1219
6;Biržų rajono;4;4 - Saulės;1849;742;1107
6;Biržų rajono;5;5 - Kaštonų;2269;1015;1254
6;Biržų rajono;6;6 - Anglininkų;231;113;118
6;Biržų rajono;7;7 - Kratiškių;435;213;222
6;Biržų rajono;8;8 - Nausėdžių;295;155;140
6;Biržų rajono;9;9 - Obelaukių;669;315;354
6;Biržų rajono;10;10 - Rinkuškių;1328;662;666
6;Biržų rajono;11;11 - Germaniškio;363;187;176
6;Biržų rajono;12;12 - Nemunėlio Radviliškio;767;374;393
6;Biržų rajono;14;14 - Kirdonių;539;249;290
6;Biržų rajono;15;15 - Pabiržės;704;358;346
6;Biržų rajono;16;16 - Pačeriaukštės;340;172;168
6;Biržų rajono;17;17 - Pasvaliečių;369;184;185
6;Biržų rajono;18;18 - Juostaviečių;271;133;138
6;Biržų rajono;19;19 - Kučgalio;233;120;113
6;Biržų rajono;21;21 - Kupreliškio;249;125;124
6;Biržų rajono;22;22 - Kvetkų;249;134;115
6;Biržų rajono;23;23 - Papilio;552;286;266
6;Biržų rajono;24;24 - Medeikių;467;237;230
6;Biržų rajono;25;25 - Parovėjos;660;335;325
6;Biržų rajono;26;26 - Užušilių;313;164;149
6;Biržų rajono;27;27 - Ančiškių;223;125;98
6;Biržų rajono;28;28 - Jasiuliškių;236;125;111
6;Biržų rajono;29;29 - Meilūnų;274;132;142
6;Biržų rajono;30;30 - Ramongalių;274;136;138
6;Biržų rajono;31;31 - Šukionių;198;110;88
6;Biržų rajono;32;32 - Vabalninko;742;325;417
7;Druskininkų;1;1 - Senamiesčio;1367;577;790
7;Druskininkų;2;2 - Naujamiesčio;1190;464;726
7;Druskininkų;3;3 - Atgimimo;1471;558;913
7;Druskininkų;4;4 - Kloniškių;1804;759;1045
7;Druskininkų;5;5 - Kalviškės;2849;1138;1711
7;Druskininkų;6;6 - Eglės;1408;590;818
7;Druskininkų;7;7 - Ratnyčios;1131;576;555
7;Druskininkų;8;8 - Grūto;237;109;128
7;Druskininkų;9;9 - Švendubrės;235;124;111
7;Druskininkų;10;10 - Viečiūnų;1494;696;798
7;Druskininkų;11;11 - Neravų;1032;511;521
7;Druskininkų;12;12 - Leipalingio;1703;841;862
7;Druskininkų;13;13 - Lipliūnų;182;99;83
7;Druskininkų;14;14 - Ricielių;820;423;397
8;Elektrėnų;1;1 - Draugystės;1913;789;1124
8;Elektrėnų;2;2 - Saulės;4041;1934;2107
8;Elektrėnų;3;3 - Sodų;1745;737;1008
8;Elektrėnų;4;4 - Versmės;1940;861;1079
8;Elektrėnų;5;5 - Ausieniškių;1095;540;555
8;Elektrėnų;6;6 - Balceriškių;1306;654;652
8;Elektrėnų;7;7 - Beižionių;243;133;110
8;Elektrėnų;9;9 - Kazokiškių;372;191;181
8;Elektrėnų;10;10 - Pastrėvio;543;288;255
8;Elektrėnų;11;11 - Semeliškių;875;445;430
8;Elektrėnų;12;12 - Vievio;3520;1584;1936
8;Elektrėnų;13;13 - Gilučių;408;199;209
8;Elektrėnų;14;14 - Jagėlonių;268;156;112
8;Elektrėnų;15;15 - Kietaviškių;871;443;428
9;Ignalinos rajono;3;3 - Ceikinių;367;185;182
9;Ignalinos rajono;4;4 - Didžiasalio;1081;508;573
9;Ignalinos rajono;6;6 - Dūkšto;1122;552;570
9;Ignalinos rajono;9;9 - Ignalinos Centro;3004;1252;1752
9;Ignalinos rajono;10;10 - Ignalinos;1224;561;663
9;Ignalinos rajono;12;12 - Kazitiškio;658;328;330
9;Ignalinos rajono;13;13 - Kazokinės;605;325;280
9;Ignalinos rajono;14;14 - Linkmenų;690;370;320
9;Ignalinos rajono;17;17 - Mielagėnų;579;289;290
9;Ignalinos rajono;18;18 - N.Daugėliškio;920;499;421
9;Ignalinos rajono;20;20 - Rimšės;590;314;276
9;Ignalinos rajono;22;22 - Strigailiškio;449;229;220
9;Ignalinos rajono;26;26 - Tverečiaus;351;190;161
9;Ignalinos rajono;27;27 - Vidiškių;889;430;459
10;Jonavos rajono;1;1 - Rimkų;2887;1248;1639
10;Jonavos rajono;2;2 - Juodmenos;2364;1067;1297
10;Jonavos rajono;3;3 - Kregždutės;2509;1092;1417
10;Jonavos rajono;4;4 - Bibliotekos;1607;712;895
10;Jonavos rajono;6;6 - Senamiesčio;2324;1007;1317
10;Jonavos rajono;7;7 - Saulutės;1665;689;976
10;Jonavos rajono;8;8 - Mokyklos;1239;494;745
10;Jonavos rajono;9;9 - Ateities;1464;636;828
10;Jonavos rajono;10;10 - Kalnų;936;411;525
10;Jonavos rajono;11;11 - Lakštingalų;1594;749;845
10;Jonavos rajono;12;12 - Lietavos;2088;851;1237
10;Jonavos rajono;13;13 - Baldininkų;934;441;493
10;Jonavos rajono;14;14 - Ruklos;1624;751;873
10;Jonavos rajono;15;15 - Bukonių;532;265;267
10;Jonavos rajono;16;16 - Liepių;501;246;255
10;Jonavos rajono;17;17 - Batėgalos;450;245;205
10;Jonavos rajono;18;18 - Čičinų;856;447;409
10;Jonavos rajono;19;19 - Kulvos;462;226;236
10;Jonavos rajono;20;20 - Juškonių;317;152;165
10;Jonavos rajono;21;21 - Kuigalių;377;187;190
10;Jonavos rajono;22;22 - Žeimių;828;405;423
10;Jonavos rajono;23;23 - Panoterių;452;231;221
10;Jonavos rajono;24;24 - Šilų;1141;595;546
10;Jonavos rajono;25;25 - Upninkų;933;474;459
10;Jonavos rajono;26;26 - Užusalių;2063;1028;1035
10;Jonavos rajono;27;27 - Šveicarijos;2105;1074;1031
11;Joniškio rajono;1;1 - Žemaičių;2564;1079;1485
11;Joniškio rajono;2;2 - Livonijos;2507;1065;1442
11;Joniškio rajono;3;3 - V.Kudirkos;2428;1099;1329
11;Joniškio rajono;4;4 - Žagarės;1501;686;815
11;Joniškio rajono;5;5 - Bariūnų;383;186;197
11;Joniškio rajono;6;6 - Darginių;180;96;84
11;Joniškio rajono;7;7 - Daunoriškės;269;132;137
11;Joniškio rajono;8;8 - Daukšių;247;115;132
11;Joniškio rajono;9;9 - Gaižaičių;308;161;147
11;Joniškio rajono;10;10 - Gasčiūnų;338;174;164
11;Joniškio rajono;11;11 - Gataučių;447;218;229
11;Joniškio rajono;12;12 - Kalnelio;472;230;242
11;Joniškio rajono;13;13 - Plikiškių;198;102;96
11;Joniškio rajono;14;14 - Kepalių;303;150;153
11;Joniškio rajono;15;15 - Kirnaičių;278;140;138
11;Joniškio rajono;16;16 - Kriukų;369;190;179
11;Joniškio rajono;17;17 - Linkaičių;280;150;130
11;Joniškio rajono;18;18 - Maldenių;267;132;135
11;Joniškio rajono;19;19 - Mindaugių;234;121;113
11;Joniškio rajono;20;20 - Rudiškių;510;258;252
11;Joniškio rajono;21;21 - Satkūnų;302;158;144
11;Joniškio rajono;22;22 - Skaistgirio;1016;485;531
11;Joniškio rajono;23;23 - Stungių;252;117;135
11;Joniškio rajono;24;24 - Stupurų;241;124;117
11;Joniškio rajono;25;25 - Bučiūnų;136;69;67
11;Joniškio rajono;26;26 - Lieporų;139;75;64
11;Joniškio rajono;27;27 - Blauzdžiūnų;98;46;52
11;Joniškio rajono;28;28 - Jakiškių;156;80;76
11;Joniškio rajono;29;29 - Jauniūnų;211;110;101
11;Joniškio rajono;30;30 - Maželių;103;55;48
11;Joniškio rajono;31;31 - Mekių;143;75;68
11;Joniškio rajono;32;32 - Skilvionių;111;58;53
11;Joniškio rajono;33;33 - Ziniūnų;223;108;115
11;Joniškio rajono;34;34 - Jurdaičių;330;183;147
11;Joniškio rajono;35;35 - Drąsutaičių;113;61;52
11;Joniškio rajono;36;36 - Pošupių;209;116;93
12;Jurbarko rajono;1;1 - Viešvilės;691;340;351
12;Jurbarko rajono;2;2 - Smalininkų;939;443;496
12;Jurbarko rajono;3;3 - Jurbarkų;1252;625;627
12;Jurbarko rajono;4;4 - Rotulių;479;254;225
12;Jurbarko rajono;5;5 - Žindaičių;467;246;221
12;Jurbarko rajono;6;6 - Eržvilko;447;216;231
12;Jurbarko rajono;7;7 - Pašaltuonio;252;130;122
12;Jurbarko rajono;8;8 - Lybiškių;422;215;207
12;Jurbarko rajono;9;9 - Kartupių;290;144;146
12;Jurbarko rajono;10;10 - Rutkiškių;241;128;113
12;Jurbarko rajono;11;11 - Pavidaujo;267;135;132
12;Jurbarko rajono;12;12 - Girdžių;573;285;288
12;Jurbarko rajono;13;13 - Vadžgirio;547;275;272
12;Jurbarko rajono;14;14 - Šimkaičių;281;142;139
12;Jurbarko rajono;15;15 - Paulių;231;115;116
12;Jurbarko rajono;17;17 - Juodaičių;268;134;134
12;Jurbarko rajono;18;18 - Armeniškių;280;139;141
12;Jurbarko rajono;19;19 - Seredžiaus;644;308;336
12;Jurbarko rajono;20;20 - Klausučių;747;364;383
12;Jurbarko rajono;22;22 - Tamošių;385;179;206
12;Jurbarko rajono;23;23 - Veliuonos;694;338;356
12;Jurbarko rajono;24;24 - Stakių;373;196;177
12;Jurbarko rajono;25;25 - Raudonės;706;353;353
12;Jurbarko rajono;26;26 - Pilies;434;222;212
12;Jurbarko rajono;27;27 - Skirsnemunės;929;446;483
12;Jurbarko rajono;28;28 - Dariaus ir Girėno;2160;881;1279
12;Jurbarko rajono;29;29 - Vydūno;2207;1036;1171
12;Jurbarko rajono;30;30 - Vytauto Didžiojo;1485;642;843
12;Jurbarko rajono;31;31 - Naujamiesčio;2431;1007;1424
13;Kaišiadorių rajono;1;1 - Vytauto;894;416;478
13;Kaišiadorių rajono;2;2 - Gedimino;1215;512;703
13;Kaišiadorių rajono;3;3 - Girelės;2322;1004;1318
13;Kaišiadorių rajono;4;4 - Lomenos;2159;946;1213
13;Kaišiadorių rajono;5;5 - Kruonio;900;453;447
13;Kaišiadorių rajono;6;6 - Kalvių;372;204;168
13;Kaišiadorių rajono;7;7 - Vilūnų;389;194;195
13;Kaišiadorių rajono;8;8 - Darsūniškio;347;166;181
13;Kaišiadorių rajono;9;9 - Ringailių;296;148;148
13;Kaišiadorių rajono;12;12 - Stoniavos;673;338;335
13;Kaišiadorių rajono;13;13 - Dainių;493;236;257
13;Kaišiadorių rajono;14;14 - Stasiūnų;972;473;499
13;Kaišiadorių rajono;15;15 - Melioratorių;839;413;426
13;Kaišiadorių rajono;16;16 - Žiežmarių;1465;681;784
13;Kaišiadorių rajono;17;17 - Gudienos;1616;760;856
13;Kaišiadorių rajono;18;18 - Žaslių;649;342;307
13;Kaišiadorių rajono;19;19 - Pajautiškių;412;192;220
13;Kaišiadorių rajono;20;20 - Stabintiškių;491;252;239
13;Kaišiadorių rajono;22;22 - Tauckūnų;581;300;281
13;Kaišiadorių rajono;23;23 - Palomenės;578;275;303
13;Kaišiadorių rajono;24;24 - Zūbiškių;326;163;163
13;Kaišiadorių rajono;25;25 - Paparčių;535;265;270
13;Kaišiadorių rajono;26;26 - Rumšiškių;2047;1004;1043
13;Kaišiadorių rajono;27;27 - Pravieniškių;1114;537;577
13;Kaišiadorių rajono;28;28 - Dovainonių;750;374;376
13;Kaišiadorių rajono;29;29 - Antakalnio;592;300;292
13;Kaišiadorių rajono;31;31 - Liutonių;605;291;314
14;Kalvarijos;1;1 - Kalvarijos Vakarinė;1606;723;883
14;Kalvarijos;2;2 - Kalvarijos Rytinė;1572;718;854
14;Kalvarijos;3;3 - Jungėnų;1011;496;515
14;Kalvarijos;4;4 - Brukų;260;132;128
14;Kalvarijos;5;5 - Sūsninkų;254;126;128
14;Kalvarijos;6;6 - Mockų;239;116;123
14;Kalvarijos;7;7 - Jusevičių;541;261;280
14;Kalvarijos;8;8 - Sangrūdos;413;194;219
14;Kalvarijos;9;9 - Radiškės;250;126;124
14;Kalvarijos;10;10 - Salaperaugio;232;121;111
14;Kalvarijos;11;11 - Liubavo;235;120;115
14;Kalvarijos;12;12 - Brazavo;325;174;151
14;Kalvarijos;13;13 - Jurgežerių;245;132;113
14;Kalvarijos;14;14 - Tarprubežių;237;117;120
14;Kalvarijos;15;15 - Akmenynų;249;114;135
14;Kalvarijos;16;16 - Kampinių;279;144;135
14;Kalvarijos;17;17 - Aistiškių;250;122;128
15;Kauno miesto;2;2 - Sargėnų;4631;2110;2521
15;Kauno miesto;3;3 - Vėtrungės;2963;1200;1763
15;Kauno miesto;4;4 - Rasytės;2779;1175;1604
15;Kauno miesto;5;5 - Šarkuvos;3943;1668;2275
15;Kauno miesto;7;7 - Žemaičių;3686;1546;2140
15;Kauno miesto;8;8 - Baltų;3622;1542;2080
15;Kauno miesto;9;9 - Baltijos;3359;1450;1909
15;Kauno miesto;10;10 - Žiemgalių;4415;1955;2460
15;Kauno miesto;11;11 - Milikonių;2223;995;1228
15;Kauno miesto;12;12 - Demokratų;1814;761;1053
15;Kauno miesto;13;13 - Linkuvos;2430;1025;1405
15;Kauno miesto;15;15 - Sąjungos;2805;1147;1658
15;Kauno miesto;16;16 - Dobilo;2576;1130;1446
15;Kauno miesto;18;18 - Apuolės;997;488;509
15;Kauno miesto;19;19 - Seredžiaus;1455;660;795
15;Kauno miesto;21;21 - Veršvų;4608;2053;2555
15;Kauno miesto;22;22 - Žagarės;2075;939;1136
15;Kauno miesto;23;23 - Bivylių;3906;1858;2048
15;Kauno miesto;24;24 - Kaniūkų;1799;806;993
15;Kauno miesto;25;25 - Girios alėjos;2736;1302;1434
15;Kauno miesto;27;27 - J. Dobkevičiaus;4244;1899;2345
15;Kauno miesto;28;28 - Veiverių;1604;747;857
15;Kauno miesto;29;29 - Birutės;4163;1951;2212
15;Kauno miesto;30;30 - Julijanavos;1974;914;1060
15;Kauno miesto;31;31 - Piliakalnio;2513;1138;1375
15;Kauno miesto;33;33 - Tekstilininkų;1773;790;983
15;Kauno miesto;36;36 - Maironio;1588;707;881
15;Kauno miesto;37;37 - A. Mackevičiaus;1010;470;540
15;Kauno miesto;38;38 - Varpo;3117;1303;1814
15;Kauno miesto;40;40 - Radvilėnų;1995;827;1168
15;Kauno miesto;42;42 - J. Jablonskio;1704;731;973
15;Kauno miesto;43;43 - Aušros;2001;894;1107
15;Kauno miesto;45;45 - Senojo tresto;2591;1127;1464
15;Kauno miesto;49;49 - Miško;2856;1286;1570
15;Kauno miesto;50;50 - Jonavos;735;342;393
15;Kauno miesto;52;52 - L. Karsavino;3100;1356;1744
15;Kauno miesto;54;54 - Algirdo;2429;1069;1360
15;Kauno miesto;56;56 - Purienų;3054;1334;1720
15;Kauno miesto;58;58 - Žeimenos;3815;1563;2252
15;Kauno miesto;60;60 - Versmės;2533;1091;1442
15;Kauno miesto;61;61 - Gerovės;3823;1639;2184
15;Kauno miesto;63;63 - S. Nėries;4157;1833;2324
15;Kauno miesto;64;64 - Aukuro;3379;1418;1961
15;Kauno miesto;65;65 - Vaidilutės;1456;613;843
15;Kauno miesto;66;66 - Šiaurės;3108;1324;1784
15;Kauno miesto;67;67 - S. Žukausko;3242;1375;1867
15;Kauno miesto;68;68 - Statybininkų;3398;1401;1997
15;Kauno miesto;69;69 - Rasos;1653;680;973
15;Kauno miesto;70;70 - P. Plechavičiaus;3307;1378;1929
15;Kauno miesto;71;71 - K. Škirpos;3536;1503;2033
15;Kauno miesto;72;72 - P. Lukšio;3286;1346;1940
15;Kauno miesto;77;77 - Buitininkų;3974;1669;2305
15;Kauno miesto;78;78 - Partizanų;2822;1196;1626
15;Kauno miesto;79;79 - Pramonės;2082;864;1218
15;Kauno miesto;80;80 - Dainavos;2762;1136;1626
15;Kauno miesto;81;81 - J. Urbšio;2088;874;1214
15;Kauno miesto;82;82 - Sartų;2321;978;1343
15;Kauno miesto;83;83 - A. Timinskio;2221;908;1313
15;Kauno miesto;84;84 - Nepriklausomybės;1824;748;1076
15;Kauno miesto;85;85 - Vytauto;2880;1157;1723
15;Kauno miesto;86;86 - Atžalyno;3152;1357;1795
15;Kauno miesto;88;88 - V. Krėvės;1986;836;1150
15;Kauno miesto;89;89 - Specialistų;2351;1007;1344
15;Kauno miesto;91;91 - Taikos;1993;874;1119
15;Kauno miesto;92;92 - Vyturio;2161;885;1276
15;Kauno miesto;93;93 - Butrimonių;1929;807;1122
15;Kauno miesto;94;94 - Studentų;2471;1094;1377
15;Kauno miesto;96;96 - Dujotiekio;2608;1197;1411
15;Kauno miesto;97;97 - Girstučio;1765;711;1054
15;Kauno miesto;98;98 - Pašilės;2730;1221;1509
15;Kauno miesto;99;99 - Knygnešių;2263;948;1315
15;Kauno miesto;101;101 - Palemono;3206;1447;1759
15;Kauno miesto;105;105 - Sodų;3239;1428;1811
15;Kauno miesto;106;106 - Šančių;2288;1042;1246
15;Kauno miesto;107;107 - Drobės;2058;950;1108
15;Kauno miesto;108;108 - Skuodo;2174;1012;1162
15;Kauno miesto;109;109 - Žiburio;2903;1238;1665
15;Kauno miesto;110;110 - Breslaujos;2999;1279;1720
15;Kauno miesto;111;111 - Nemuno;1994;823;1171
15;Kauno miesto;114;114 - Šilo;3093;1440;1653
15;Kauno miesto;116;116 - Buriuotojų;3809;1653;2156
15;Kauno miesto;117;117 - Vaidoto;2391;1027;1364
15;Kauno miesto;118;118 - Pušų;2523;1102;1421
15;Kauno miesto;120;120 - Vičiūnų;2017;899;1118
15;Kauno miesto;121;121 - Ąžuolo;3379;1420;1959
15;Kauno miesto;122;122 - Rokų;2946;1377;1569
15;Kauno miesto;123;123 - Vaišvydavos;3123;1509;1614
15;Kauno miesto;125;125 - Kazliškių;1209;588;621
15;Kauno miesto;126;126 - Tirkiliškių;2776;1322;1454
15;Kauno miesto;127;127 - Romainių;2411;1158;1253
16;Kauno rajono;1;1 - Mastaičių;1887;923;964
16;Kauno rajono;2;2 - Pažėrų;774;391;383
16;Kauno rajono;4;4 - Babtų;1263;569;694
16;Kauno rajono;5;5 - Pagynės;580;299;281
16;Kauno rajono;6;6 - Panevėžiuko;976;504;472
16;Kauno rajono;7;7 - Čekiškės;693;344;349
16;Kauno rajono;8;8 - Liučiūnų;535;268;267
16;Kauno rajono;9;9 - Domeikavos;1781;875;906
16;Kauno rajono;10;10 - Neries;2045;970;1075
16;Kauno rajono;11;11 - Voškonių;968;460;508
16;Kauno rajono;12;12 - Lapių;2053;1002;1051
16;Kauno rajono;13;13 - Juragių;771;393;378
16;Kauno rajono;14;14 - Ilgakiemio;853;413;440
16;Kauno rajono;15;15 - Teleičių;2000;935;1065
16;Kauno rajono;16;16 - Karmėlavos;1238;564;674
16;Kauno rajono;17;17 - Ramučių;1356;663;693
16;Kauno rajono;18;18 - Neveronių;1332;627;705
16;Kauno rajono;19;19 - Universiteto;2461;1176;1285
16;Kauno rajono;20;20 - Akademijos;2094;967;1127
16;Kauno rajono;21;21 - Ringaudų;2467;1143;1324
16;Kauno rajono;23;23 - Raudondvario;1660;753;907
16;Kauno rajono;24;24 - Batniavos;985;475;510
16;Kauno rajono;26;26 - Nemuno;797;417;380
16;Kauno rajono;28;28 - Šlienavos;2452;1231;1221
16;Kauno rajono;29;29 - Girionių;1846;876;970
16;Kauno rajono;30;30 - Taurakiemio;1542;764;778
16;Kauno rajono;33;33 - Užliedžių;2659;1254;1405
16;Kauno rajono;34;34 - Vandžiogalos;1167;563;604
16;Kauno rajono;35;35 - Padauguvos;303;156;147
16;Kauno rajono;36;36 - Saulėtekių;524;265;259
16;Kauno rajono;37;37 - Daugėliškių;356;162;194
16;Kauno rajono;38;38 - Zapyškio;1489;758;731
16;Kauno rajono;39;39 - Altoniškių;784;424;360
16;Kauno rajono;40;40 - Ežerėlio;1318;593;725
16;Kauno rajono;41;41 - Garliavos;1966;939;1027
16;Kauno rajono;42;42 - Liepų;1781;819;962
16;Kauno rajono;43;43 - Jonučių;1690;806;884
16;Kauno rajono;44;44 - Kačerginės;631;293;338
16;Kauno rajono;45;45 - Kulautuvos;1254;581;673
16;Kauno rajono;46;46 - Vilkijos;1231;593;638
16;Kauno rajono;47;47 - Linksmakalnio;502;242;260
16;Kauno rajono;48;48 - Žalgirio;1677;779;898
16;Kauno rajono;49;49 - Meno mokyklos;1634;707;927
16;Kauno rajono;50;50 - Mokyklos;804;371;433
16;Kauno rajono;51;51 - Saulės;1793;882;911
16;Kauno rajono;52;52 - Bibliotekos;1469;665;804
16;Kauno rajono;53;53 - S. Lozoraičio;1961;857;1104
16;Kauno rajono;54;54 - Muniškių;1113;543;570
16;Kauno rajono;55;55 - Drąseikių;1328;688;640
16;Kauno rajono;56;56 - Įgulos;2249;1084;1165
16;Kauno rajono;57;57 - Sąnašos;1470;720;750
16;Kauno rajono;58;58 - Pelenių;1234;533;701
16;Kauno rajono;59;59 - Ąžuolų;1577;749;828
16;Kauno rajono;60;60 - Pabiržio;1602;783;819
16;Kauno rajono;61;61 - Tabariškių;3192;1592;1600
16;Kauno rajono;62;62 - Dvaro;1616;791;825
16;Kauno rajono;63;63 - Vijūkų;2423;1167;1256
16;Kauno rajono;64;64 - Giraitės;1227;616;611
